SpeciesGroup,Species,NucleusVol,CellVol
Angiosperm,bouvardia_ternifolia,47.450813144690166,93918.78191184351
Angiosperm,brachypodium_sylvaticum,5.676258344188882,10345.027246973908
Angiosperm,calathea_bachemiana,5.141352995406774,70231.48572890704
Angiosperm,calathea_zebrina,5.141352995406774,35912.664984825686
Angiosperm,callisia_soconuscensis,204.7860812514392,262776.3736373008
Angiosperm,canna_indica,15.811378424885998,26218.65623746304
Angiosperm,capsicum_annuum,43.97734911098221,86409.08029764045
Angiosperm,carya_illinoensis,10.560528041157925,4145.67918765887
Angiosperm,chaenomeles_speciosa,7.8332412774892335,15450.968080927483
Angiosperm,cistus_libanotis,40.0818626587875,62104.24690512818
Angiosperm,citrus_aurantifolia,5.141352995406774,879.7277032773526
Angiosperm,citrus_sinensis,7.8332412774892335,1076.6372004973566
Angiosperm,coffea_arabica,16.0897655224188,37562.400121446415
Angiosperm,coffea_stenophylla,8.376223715665144,27182.79082494837
Angiosperm,colutea_arborescens,9.193125751872351,11305.499085840713
Angiosperm,cornus_sanguinea,15.53317275680736,9204.614021481078
Angiosperm,corylus_avellana,5.542349633259947,10210.151819314548
Angiosperm,cucumis_dipsaceus,16.0897655224188,14806.591430627148
Angiosperm,cypripedium_formosanum,431.6424043684756,179632.81135541227
Angiosperm,cypripedium_pubescens,493.1358685780837,599840.4151936105
Angiosperm,dendrobium_lindleyi,16.0897655224188,30647.238906596307
Angiosperm,dendrobium_moschatum,66.41575068316622,26144.973858154222
Angiosperm,elaeis_guineensis,29.623782561170803,14201.465171033717
Angiosperm,eucommia_ulmoides,9.73924094261393,34408.8071327787
Angiosperm,fagus_sylvatica,7.02140604148491,5905.537664376597
Angiosperm,ficus_carica,4.74151248859394,4285.976888539422
Angiosperm,ficus_pumila,9.193125751872351,9230.627994036631
Angiosperm,ficus_retusa,9.193125751872351,844.3051405682505
Angiosperm,fraxinus_excelsior,11.10938239824216,8435.68567674791
Angiosperm,gossypium_arboreum,23.38354447009814,22375.39185852599
Angiosperm,hedera_helix,20.285563726931212,17405.95450808854
Angiosperm,helianthemum_nummularium,30.193672630075095,19104.444489166857
Angiosperm,helleborus_multifidus,218.5724002494917,135152.28382033767
Angiosperm,hosta_longissima,142.45366037966986,50601.92727062697
Angiosperm,hosta_rectifolia,143.96347311564827,96468.0146191773
Angiosperm,hosta_ventricosa,292.6050548073794,108838.51813500797
Angiosperm,ilex_aquifolium,16.0897655224188,3619.354231904887
Angiosperm,iris_siberica,68.0306687735882,101865.9394890331
Angiosperm,lawsonia_inermis,4.342918297603471,38605.95660121299
Angiosperm,ligustrum_vulgare,20.707040486281773,13486.512445718516
Angiosperm,liriodendron_tulipifera,25.079925732767617,7787.610368996015
Angiosperm,lonchocarpus_emarginatus,6.482085999678049,4366.843056663575
Angiosperm,magnolia_kobus,11.934537264058545,11445.014756747494
Angiosperm,maranta_bicolor,6.482085999678049,24794.392520681205
Angiosperm,miltonia_clowesii,53.2606219145563,20446.380847066877
Angiosperm,musa_acuminata,11.24675504890484,14502.976252059008
Angiosperm,nandina_domestica,30.193672630075095,9465.8517383327
Angiosperm,olea_europaea,26.638693599555165,5095.518001716729
Angiosperm,origanum_vulgare,9.193125751872351,23361.418910960532
Angiosperm,paeonia_clusii,439.508976696576,123237.1068869448
Angiosperm,paeonia_delavayi,217.03895717963132,48053.93567806628
Angiosperm,paeonia_mascula,443.4442252226311,182299.5561253171
Angiosperm,paphiopedilum_glanduliferum,356.4075676485525,253769.2025609037
Angiosperm,peperomia_glabella,23.10124828466358,39278.81792327232
Angiosperm,peperomia_magnoliaefolia,18.883018220159435,50831.55310244505
Angiosperm,phoenix_roebelenii,20.285563726931212,6382.690653249806
Angiosperm,phragmites_australis,41.81153580198789,3318.8851221376353
Angiosperm,piper_ornatum,10.560528041157925,26477.08820956603
Angiosperm,pittosporum_tenuifolium,5.944424608721814,15636.750028178967
Angiosperm,platanus_orientalis,17.484323829700234,11389.140051635904
Angiosperm,prunus_domestica,4.210348288466651,10345.027246973908
Angiosperm,prunus_serotina,6.482085999678049,29681.71250394317
Angiosperm,prunus_subhirtella,3.9456762462408106,3657.519458947444
Angiosperm,pulsatilla_patens,64.94890348658197,101750.0730245188
Angiosperm,quercus_cerris,13.31444291530906,5506.502307742106
Angiosperm,quercus_coccifera,13.31444291530906,6359.689980064004
Angiosperm,quercus_petraea,12.072272845007983,11361.236898799223
Angiosperm,quercus_robur,11.934537264058545,17470.30180389341
Angiosperm,rosa_acicularis,9.193125751872351,16355.732039371896
Angiosperm,rosa_blanda,3.813583785659614,3562.35718707311
Angiosperm,rosa_bracteata,7.8332412774892335,1579.899902653793
Angiosperm,rosa_canina,18.883018220159435,15327.525293398356
Angiosperm,salix_alba,10.972072634958186,9995.582134513825
Angiosperm,sambucus_nigra,193.78162647543948,71412.11909279716
Angiosperm,sambucus_racemosa,168.3485587611184,80125.06759204526
Angiosperm,senecio_crassifolius,38.78641353625076,36117.52871006581
Angiosperm,sorbus_alnifolia,9.193125751872351,12094.08311088452
Angiosperm,streptopus_amplexifolius,93.74725776321806,446906.2591651642
Angiosperm,thespesia_populnea,57.63360018679192,34449.16936731564
Angiosperm,tradescantia_paludosa,308.123045219964,243936.50558434956
Angiosperm,tradescantia_virginiana,668.0267593493585,634379.4762283522
Angiosperm,vitis_vinifera,5.141352995406774,14593.8405401249
Angiosperm,xanthosoma_violaceum,31.62012715535687,9942.177492184415
Aves,accipiter_nisus,13.443095571822994,405.7998378100861
Aves,acrocephalus_baeticatus,14.66915923084243,344.72067869309774
Aves,agapornis_roseicollis,14.287556159609997,235.7456363241513
Aves,alcedo_atthis,15.471713410674695,299.14245247482296
Aves,amadina_fasciata,11.362619811118469,223.69605770130917
Aves,amazilia_amazilia,12.385397416640796,227.54346150440944
Aves,amazona_albifrons,16.275813100000484,329.05669772230146
Aves,amazona_amazonica,16.54427709111853,321.5535202636168
Aves,amazona_autumnalis,16.7355838679248,422.2007311110333
Aves,amazona_leucocephala,17.94168897439616,300.21897155745165
Aves,anas_platyrhynchos,15.486059001967856,252.85200102203245
Aves,anthropoides_paradisea,16.7355838679248,361.00669500930786
Aves,anthropoides_virgo,15.978817656355158,326.8512996794829
Aves,apus_affinis,14.096895472801888,291.9419221127951
Aves,ara_ararauna,15.884078566268505,264.92780275774754
Aves,ara_macao,15.42670748369792,197.08572072785503
Aves,aratinga_solstitialis,15.127567993117722,255.21460959722793
Aves,ardea_cinerea,15.356966450826356,371.10429739672543
Aves,ardea_herodias,16.275813100000484,410.0134460102047
Aves,athene_noctua,18.581150119404658,449.1660680543464
Aves,aulacorhynchus_prasinus,18.581150119404658,428.9321169701307
Aves,balearica_pavonina,16.383503512257427,322.00958180152463
Aves,balearica_regulorum,16.23377699581799,382.265328897378
Aves,basileuterus_bivittatus,15.969311831305395,216.76989309769604
Aves,bombycilla_cedrorum,13.639701624754442,254.37389604439025
Aves,brotogeris_cyanoptera,14.66915923084243,375.6344740031963
Aves,bubo_bubo,18.966443096121175,295.9631607093865
Aves,buteo_buteo,15.701301701916757,353.2875400600517
Aves,cacatua_galerita,16.29732937554099,331.8594385204163
Aves,cacatua_sulphurea,15.816142606197898,338.7029579651481
Aves,caloenas_nicobarica,17.081387413916477,296.6495987041955
Aves,campephilus_haematogaster,16.04591688621671,374.5783752728149
Aves,campylopterus_largipennis,11.93042722503374,182.26263939066612
Aves,cardinalis_cardinalis,15.127567993117722,224.3097154663121
Aves,carduelis_tristis,14.554639257515111,240.7707883064944
Aves,catharus_ustulatus,15.395211920837388,195.39868547287475
Aves,cereopsis_novaehollandiae,15.701301701916757,368.9423580522797
Aves,certhia_americana,13.183074766196803,235.91266433356964
Aves,chlorospingus_flavigularis,16.04591688621671,267.94957901732965
Aves,chrysolophus_pictus,13.2971773520961,295.0479100496444
Aves,ciconia_abdimii,17.634599869919985,415.27927889640074
Aves,columba_livia,16.04591688621671,300.18598483458896
Aves,contopus_virens,12.613116314545008,288.1133678656152
Aves,coracias_garrulus,14.096895472801888,354.3627501457446
Aves,corvus_brachyrhynchos,14.077834634852598,342.6590085141784
Aves,corvus_corax,13.2971773520961,278.8058760305814
Aves,corvus_monedula,13.753947615865732,220.1591479721415
Aves,crotophaga_ani,14.149386789892118,349.3340976194125
Aves,crypturellus_obsoletus,14.89829830846172,414.3299943162415
Aves,cyanocitta_cristata,14.96354478791408,383.2629584034396
Aves,cyanoliseus_patagonus,14.497282939223512,253.06994901237456
Aves,cyclarhis_gujanensis,15.701301701916757,269.13395944772867
Aves,cygnus_atratus,16.04591688621671,351.492381657913
Aves,dacnis_cayana,16.04591688621671,275.0715092126259
Aves,dendrocincla_fuliginosa,13.582591898771152,277.3513186319711
Aves,dendrocygna_viduata,15.127567993117722,344.20139836922255
Aves,dendroica_caerulescens,15.471713410674695,234.83248005950844
Aves,dendroica_coronata,14.915402510125524,208.8240918770893
Aves,dendroica_dominica,15.471713410674695,216.26252588414008
Aves,dendroica_magnolia,16.04591688621671,226.5198258981131
Aves,dendroica_virens,14.440152648330782,226.5198258981131
Aves,dolichonyx_oryzivorus,14.554639257515111,206.52097066413717
Aves,dromaius_novaehollandiae,17.651861043431325,554.1769440932463
Aves,dryocopus_lineatus,18.581150119404658,432.475833483371
Aves,emberiza_flaviventris,14.497391767186723,238.05732491841897
Aves,empidonax_alnorum,13.14504868226031,218.7176805429196
Aves,enicognathus_leptorhynchus,14.096895472801888,272.1011937090465
Aves,erithacus_rubecula,20.317218616899172,214.31421484014
Aves,estrilda_astrild,13.183074766196803,171.00317132020004
Aves,falco_peregrinus,16.04591688621671,303.34590344532097
Aves,falco_sparverius,15.766773031732264,344.5432175076286
Aves,falco_tinnunculus,15.829390129074737,373.8945552718873
Aves,francolinus_natalensis,13.3542422664155,251.45778838230524
Aves,fringilla_coelebs,12.271595917116636,220.1591479721415
Aves,gallinula_chloropus,16.96621759571043,367.58519002592453
Aves,gallus_domesticus,13.924365762190265,337.62120289476195
Aves,garrulus_glandarius,13.639701624754442,272.1011937090465
Aves,geothlypis_trichas,15.93101440306855,216.89503320506415
Aves,geotrygon_montana,16.735964988202696,309.47770448375957
Aves,glaucidium_peruanum,17.196585999949033,356.3272927517908
Aves,glaucis_hirsutus,11.135787928185268,304.12816001606774
Aves,goura_cristata,15.356966450826356,362.7335237712345
Aves,gyps_bengalensis,15.356966450826356,419.420159813224
Aves,haliaeetus_leucocephalus,15.816142606197898,400.4555985777574
Aves,heliodoxa_aurescens,12.765013725478966,255.61411546300576
Aves,hirundo_rustica,14.440152648330782,255.21460959722793
Aves,icterus_galbula,13.733365905784138,285.37408587959885
Aves,junco_hyemalis,14.325699648150223,213.24973852934824
Aves,lanius_collurio,13.467350575894024,197.3379565885781
Aves,larus_argentatus,17.196585999949033,294.22271837930094
Aves,larus_ridibundus,20.317218616899172,259.5039307669236
Aves,lepidocolaptes_souleyetii,13.868228765788004,255.44918184869388
Aves,leptoptilos_crumeniferus,17.196585999949033,382.265328897378
Aves,lonchura_striata,15.701301701916757,210.4175927521352
Aves,lophotriccus_pileatus,12.385397416640796,246.63596725782472
Aves,lorius_garrulus,15.012916940773977,235.7456363241513
Aves,melanerpes_cruentatus,18.465619628297507,357.85607027684114
Aves,melanerpes_formicivorus,18.812290782912346,282.81873704676576
Aves,meleagris_gallopavo,16.104915157330947,327.2932170460901
Aves,melospiza_georgiana,16.505829651877523,198.66855982648588
Aves,melospiza_melodia,15.816142606197898,216.26252588414008
Aves,milvus_milvus,16.62088256749073,329.05669772230146
Aves,mimus_polyglottos,13.411316213700024,247.19973039649207
Aves,mniotilta_varia,14.211280505529366,210.76602105728256
Aves,motacilla_capensis,11.476098889151322,306.1775256237592
Aves,myiarchus_crinitus,14.0397158275579,265.5991441136646
Aves,myioborus_miniatus,15.356966450826356,226.0040811041459
Aves,myiozetetes_similis,14.66915923084243,222.3634988174106
Aves,numida_meleagris,13.835321816543996,218.41189885797212
Aves,nyctea_scandiaca,18.696707221718555,338.7406570769915
Aves,nycticorax_nycticorax,14.89829830846172,377.4429841741142
Aves,nymphicus_hollandicus,15.404611064239347,229.90070319215008
Aves,otus_asio,16.04591688621671,385.9907341857579
Aves,otus_scops,15.471713410674695,409.38879267092415
Aves,parus_atricapillus,15.816142606197898,195.0232651507723
Aves,parus_caeruleus,16.275813100000484,221.3985062739831
Aves,parus_carolinensis,16.62088256749073,170.76859906873108
Aves,parus_major,16.735964988202696,263.25237440143343
Aves,passer_domesticus,15.357865739448345,185.54665091121757
Aves,pavo_muticus,14.783712327063576,364.2456770351636
Aves,pelecanus_occidentalis,15.176227962294442,441.7092664336896
Aves,phaethornis_guy,13.064695361725748,277.3513186319711
Aves,phalacrocorax_auritus,15.816142606197898,350.3953482436789
Aves,phasianus_colchicus,13.069173233664117,300.1791780505077
Aves,pheucticus_aureoventris,15.777858861991378,258.82796474762716
Aves,philydor_erythrocercum,13.2971773520961,231.84901423614835
Aves,pica_pica,13.753947615865732,382.8816046562587
Aves,picoides_dorsalis,15.758718279478677,241.2620112244687
Aves,picoides_villosus,15.242251237915466,257.6922790033572
Aves,pionites_leucogaster,14.611895088822823,280.9500130166582
Aves,pionus_fuscus,16.16084985212242,299.14245247482296
Aves,pionus_senilis,14.211280505529366,393.1598486212509
Aves,pipilo_erythrophthalmus,15.586105027978611,222.10745901614635
Aves,piranga_olivacea,13.982544806169049,239.51292951458413
Aves,platalea_leucorodia,13.753947615865732,361.60621560737246
Aves,ploceus_capensis,12.72703306483354,276.70676853920975
Aves,podiceps_auritus,16.85107672610365,437.04973058761846
Aves,polioptila_caerulea,15.242251237915466,207.81635403496313
Aves,progne_subis,16.16084985212242,335.21160132946176
Aves,psittacula_derbiana,14.173148358727238,252.83328236580653
Aves,psittacula_krameri,15.127567993117722,258.82796474762716
Aves,psittacus_erithacus,15.109853740735948,287.3845183699832
Aves,pyrrhura_lepida,14.860099341951482,358.2923589566112
Aves,quiscalus_quiscula,14.554639257515111,215.3603651937863
Aves,rallus_aquaticus,13.753947615865732,403.2574510086598
Aves,ramphastos_toco,18.7544957044065,412.8874796894682
Aves,ramphocelus_carbo,15.242251237915466,273.6955519807412
Aves,regulus_calendula,14.199572869396736,155.29827975932938
Aves,saltator_maximus,15.471713410674695,348.29502573472524
Aves,sayornis_phoebe,16.04591688621671,190.22971836016717
Aves,seiurus_aurocapilla,14.783712327063576,202.9272504678128
Aves,selasphorus_platycercus,12.271595917116636,208.4692817081339
Aves,serinus_canaria,17.244224581619353,300.8986027681744
Aves,sitta_canadensis,13.411316213700024,211.54620991294132
Aves,spizella_passerina,14.182653274143243,168.99992624049256
Aves,spizella_pusilla,14.096895472801888,205.95914917791845
Aves,stelgidopteryx_serripennis,15.012916940773977,278.257144513758
Aves,streptopelia_capicola,14.745524296080845,318.00666916207575
Aves,streptopelia_turtur,13.525491065051463,374.04587531803713
Aves,strix_aluco,17.82987591546629,358.5372362757188
Aves,strix_nebulosa,18.350115902523864,437.8825144402029
Aves,struthio_camelus,24.272108864316273,582.5821776694488
Aves,sturnus_vulgaris,14.43980311613033,229.97052909752048
Aves,synallaxis_gujanensis,15.012916940773977,216.26252588414008
Aves,tangara_cyanicollis,14.630982214238518,236.9106435998619
Aves,thalurania_furcata,10.795861775717809,242.346646088119
Aves,thraupis_episcopus,15.127567993117722,292.4822760492121
Aves,toxostoma_rufum,13.752119285496374,292.4822760492121
Aves,trichoglossus_haematodus,14.66915923084243,254.40355509382164
Aves,troglodytes_aedon,14.411536237796057,245.55473578621297
Aves,troglodytes_troglodytes,14.4397157344022,210.4175927521352
Aves,trogon_collaris,15.58649189938542,416.7176047329684
Aves,turdus_merula,15.353131116607123,245.75844360441835
Aves,turdus_migratorius,15.241835655618978,213.32004148470935
Aves,turdus_philomelos,16.05067145156935,224.0557700601481
Aves,tyto_alba,18.119189372677347,449.1660680543464
Aves,vermivora_peregrina,14.89829830846172,301.29130184987235
Aves,vidua_paradisaea,12.954979588824218,307.4823337725499
Aves,vireo_olivaceus,13.856818355264725,242.11616265217032
Aves,wilsonia_pusilla,13.982544806169049,239.07565434264447
Aves,xiphorhynchus_ocellatus,15.242251237915466,302.4251549984358
Aves,zenaida_auriculata,15.58649189938542,304.0056379025781
Aves,zonotrichia_albicollis,14.8588755912298,177.99355291376006
Fish,abalistes_stellatus,31.984326618408485,218.8814494179475
Fish,acanthurus_grammoptilus,37.407448014131845,262.22028932218325
Fish,acipenser_brevirostrum,358.46788987536615,2012.89713736599
Fish,acipenser_oxyrhynchus,113.825741397614,712.7746049167541
Fish,aeoliscus_strigatus,22.00779767758155,288.20233572519095
Fish,amphiprion_akindynos,44.422685967628375,328.50726473666293
Fish,amphiprion_clarkii,51.741443192411495,226.47664439046025
Fish,apogon_cookii,56.467084474287375,411.9030784507207
Fish,apogon_guamensis,65.96143566774774,440.8491317446567
Fish,apogon_kallopterus,40.51980820618608,407.5719672828104
Fish,apogon_savayensis,40.00044708171133,454.2301620198093
Fish,aprion_virescens,34.046550234921,371.0682556346576
Fish,aptychotrema_rostrata,157.5513804714028,2739.4361795118975
Fish,arothron_manilensis,24.297484595241073,240.37918719691228
Fish,aulacocephalus_temmincki,50.169706856331864,263.57146066431955
Fish,balistapus_undulatus,33.272658541741976,302.49586933567156
Fish,bathyraja_parmifera,143.10030062572696,2543.7631566136247
Fish,betta_splendens,31.46952731409637,322.5329459044628
Fish,boreogadus_saida,44.422685967628375,634.1662752628242
Fish,bothrocara_pusillum,40.00044708171133,318.11860126458663
Fish,caelorinchus_innotabilis,39.74085994718766,415.7863238925335
Fish,caelorinchus_maurofasciatus,37.407448014131845,413.196143807948
Fish,caesio_cuning,58.57215781601086,415.1382731396528
Fish,callionymus_limiceps,51.479362830753715,295.4442184627808
Fish,canthigaster_bennetti,18.21167408944195,218.50769777611063
Fish,canthigaster_valentini,21.246482606997912,192.16507338168788
Fish,carangoides_aurochs,31.46952731409637,181.3857749546968
Fish,carangoides_fulvoguttatus,32.241841711968114,255.10572476406372
Fish,carangoides_gymnostethus,29.15685876037348,230.4966573191394
Fish,carcharhinus_brachyurus,150.18307589412103,1746.8660539670148
Fish,carcharhinus_melanopterus,158.09769638449245,1298.6743414273842
Fish,catostomus_catostomus_catostomus,108.4331224469955,1217.116552112889
Fish,catostomus_commersoni,131.95789258932368,814.4640060987819
Fish,centropyge_bicolor,34.82109405136936,251.18146712396427
Fish,centroscymnus_coelolepis,558.4565733614234,11044.758813140004
Fish,centroscymnus_crepidater,641.6868350981366,11332.79919701034
Fish,centroscymnus_owstoni,560.4604336517193,10826.376455932634
Fish,centroscymnus_plunketi,537.0035348722337,7974.26713072393
Fish,cephalopholis_cyanostigma,62.2627344821493,568.3140406947889
Fish,chaetodon_lunulatus,34.56284116269893,305.74984148888234
Fish,chaetodon_rainfordi,37.407448014131845,221.20345583965224
Fish,chromis_analis,46.77060105068241,268.2787373622919
Fish,chromis_viridis,46.509501795240176,345.25442132227244
Fish,chrysiptera_cyanea,53.839837415794854,404.4483496420518
Fish,coregonus_clupeaformis,127.34791098639168,966.9415728867664
Fish,coris_batuensis,40.00044708171133,238.83796859311593
Fish,corydoras_metae,169.58615100272348,737.7437316221457
Fish,coryphaena_hippurus,29.927019128703293,208.86526877419513
Fish,coryphaenoides_serrulatus,42.59969088869066,817.8264429381528
Fish,corythoichthys_intestinalis,68.34326369884604,764.0183800929501
Fish,crossosalarius_macrospilus,41.29931150705353,395.4899315253473
Fish,cryptocentrus_leptocepgus,70.46303206332946,536.3518296621955
Fish,cyclopteropsis_jordani,42.85994474262379,863.6093597805933
Fish,dascyllus_aruanus,43.64105626430002,312.71347311457293
Fish,dasyatis_bennetti,237.1290848677779,1762.7289082475586
Fish,diagramma_labiosum,41.81928392261936,260.39592236729857
Fish,diretmichthys_parini,74.70959922692431,829.6895607968282
Fish,dischistodus_prosopotaenia,37.925529769809025,311.7034534136629
Fish,dissostichus_mawsoni,51.741443192411495,838.5656973795842
Fish,drepane_punctata,35.85481039742056,303.6626264096324
Fish,echeneis_naucrates,34.046550234921,205.9276690214011
Fish,ecsenius_mandibularis,41.29931150705353,271.2448982512265
Fish,ecsenius_yaeyamaensis,33.788513198506195,253.14106114879948
Fish,epinephelus_cyanopodus,51.741443192411495,392.579249382843
Fish,epinephelus_merra,56.467084474287375,476.5353934974031
Fish,epinephelus_spilotoceps,37.66645590090576,318.11860126458663
Fish,esox_lucius,56.20415237872986,477.3108781762056
Fish,esox_niger,45.98746640154531,491.5370566379201
Fish,etmopterus_brachyurus,659.2467783251822,9880.880165107925
Fish,etmopterus_granulosus,707.1194643044754,8218.412672685354
Fish,eumicrotremus_spinosus,47.81553528242149,740.6604516539443
Fish,euristhmus_lepturus,89.90784300013402,915.6322425430895
Fish,farlowella_acus,76.03851170524025,584.6286626241258
Fish,fistularia_petimba,34.30465972462132,280.127149321921
Fish,gadus_morhua,46.77060105068241,503.4323312445062
Fish,gaidropsarus_ensis,41.559267595412344,609.9134066185213
Fish,gerres_subfasciatus,29.927019128703293,240.37918719691228
Fish,gobiodon_citrinus,53.839837415794854,334.1735727903314
Fish,gymnelus_viridis,45.98746640154531,728.9049633046858
Fish,gyrinocheilus_aymonieri,30.955039742348937,193.38349826631023
Fish,halargyreus_johnsonii,47.29296127558512,777.3272322516101
Fish,halichoeres_biocellatus,32.75709994214437,412.8265587198452
Fish,helicolenus_barathri,48.33832090688845,402.88954732811584
Fish,helicolenus_percoides,48.33832090688845,444.9157279755932
Fish,hemiglyphidodon_plagiometopon,44.683342885221855,463.608703971302
Fish,hemitripterus_americanus,44.94405613158586,581.9334093165633
Fish,himantura_signifer,180.55444839424763,1619.0758689021245
Fish,hippocampus_abdominalis,28.900305016210936,551.0348001725685
Fish,hippoglossus_hippoglossus,36.113413311411776,445.4841489067278
Fish,hypostomus_plecostomus,81.09611459721864,528.8092158969333
Fish,icelus_spatula,40.00044708171133,413.56583912124984
Fish,idiacanthus_atlanticus,66.4904595401541,2422.46597382611
Fish,istigobius_rigilius,84.8303039375817,756.3185968231032
Fish,isurus_oxyrinchus,269.3744463365793,2647.772574082814
