GeneName	padj	log2FoldChange
Rftn2	0.30399443707283363	0.3338455814714119
Gm10561	0.7273461248752243	0.344967637368313
Mars2	0.8693545555626953	0.07585882886756684
Gm8292	0.9514152111854279	0.07007888673383807
Plcl1	0.7376872294851334	-0.19331602546887328
Gm6644	0.18016854205791277	-0.5520584697896003
Satb2	0.5487911051496338	-0.5283081369084451
1700066M21Rik	0.7019057972055058	0.23142530983470597
Tyw5	0.7600107996589911	0.16208365586789317
9430016H08Rik	0.41062793642571327	0.34837121708143814
Spats2l	0.23573527637304809	0.4339936916920634
Kctd18	0.8389638846533162	-0.05370151245276238
Sgol2	0.43429903153752536	0.42555560909645307
Aox1	0.9763095782714938	0.01062176909560051
Aox3	0.31214661533130333	-0.9330078876916994
RP24-191N24.2	0.6071439695101931	0.33041325997153376
Bzw1	0.6556121833110151	0.18289002368897286
Clk1	0.3297505461756587	0.3612641510637355
Ppil3	0.24240285276984214	0.34154425955828105
Nif3l1	0.8942355823999028	0.03333128062994092
Orc2	0.4057914162388573	0.3856561040847608
Fam126b	0.5748679048934848	-0.3011881072129952
Ndufb3	0.6146924165212833	0.10309669437320709
Als2cr12	0.5289299632974472	0.7310035869935172
Gm20257	0.534525845965247	0.4408547236583033
Cflar	0.6366776624061355	-0.13975518774654652
Casp8	0.33111221441316196	0.4038333755605752
Trak2	0.6088423100709631	0.23125555846093876
Stradb	0.35589839952543473	0.2853863383426185
Tmem237	0.9742209577716165	-0.01399475392565925
G730003C15Rik	0.3597971045069961	0.5917903665350427
Mpp4	0.42189472958247015	-0.4684689961889396
Als2	0.8360620820585413	-0.08665848689685496
Cdk15	0.536605093870091	-0.46292342050921775
Fzd7	0.8845236700712713	-0.06741970673607024
Gm973	0.87576468590463	-0.13141346861082712
Sumo1	0.33705039481079063	0.3350452503779261
Nop58	0.6259352967067315	0.24919181562174844
Bmpr2	0.8503260397963756	0.11336796365405118
Fam117b	0.2861721510769953	0.41052501791924484
Wdr12	0.450279743937455	0.2397883044512864
Carf	0.7546272606410859	0.16592196191606015
Nbeal1	0.8670017207152951	0.10465746737294972
Cyp20a1	0.5813275962099371	0.1617957915614477
Abi2	0.5887257711211931	0.2444375060227962
Raph1	0.6427957408586401	-0.21239205513678291
Eif4a-ps4	0.8905178802035948	-0.055542038331088735
Cd28	0.7346652103887661	-0.17017246602950659
2310016D23Rik	0.19795531818474943	0.4956992087521874
Gm11609	0.8558581662585206	0.16971988909559316
Ctla4	0.9220468127077702	0.1035862649327778
Rpl18-ps1	0.9569770412333326	-0.05096978823631388
Icos	0.9829245218790622	0.027235722016489987
Pard3b	0.9818093226932839	-0.011605636550921837
Nrp2	0.9704775347322587	0.010785942382227335
Ino80d	0.43738527640876773	0.29031017725216
Ino80dos	0.7546272606410859	0.1618667983782097
Gm20342	0.9263830332929037	-0.03929211550191061
Ndufs1	0.42997995267371303	0.2796690947086973
Eef1b2	0.5046455202970783	0.14330699597130012
Gm27390	0.8176332672966653	-0.27038120089627576
Snora41	0.42997995267371303	0.6838684413182263
Gpr1	0.4494618088623662	0.429849537167613
Zdbf2	0.0010916989037917883	1.3504664159809383
Adam23	0.2789430291329243	0.5125067502266436
Fastkd2	0.27635234127052205	0.4438504742668712
Klf7	0.5129179716135023	0.3816545510998046
Creb1	0.9513323129242413	0.0366330316531118
Mettl21a	0.6398150600156729	-0.12001863784551091
Ccnyl1	0.36522165756383107	0.2817994768135291
Fzd5	0.9037999040068369	0.058747783358268635
Plekhm3	0.9672253032470107	-0.014634691512625446
Rpl10a-ps1	0.7936862173358145	-0.0779003340063736
Gm7329	0.38388057904797757	0.49220870249547255
Idh1	0.5712712113700048	0.22395546760067828
Pikfyve	0.8115904748913159	-0.11270143191764283
Map2	0.34448368979221355	0.5935583367777554
Rpe	0.8269443986277464	0.09585310423678935
Kansl1l	0.5524941382550737	0.2844100203877084
RP24-429G21.4	0.7259588675671754	0.3330493257902666
RP24-429G21.1	0.9037488632066555	-0.11523207220999786
RP24-429G21.7	0.6433416076067303	0.4944645872026014
Acadl	0.8740423318122239	0.04554081723527479
Myl1	0.21472456411474022	0.2069977095243871
Rpl31-ps14	0.9414438750387808	-0.09276931768163314
Lancl1	0.2006242788017684	-0.24733804795708073
Erbb4	0.2778229053214629	0.6944690495735494
Ikzf2	0.9233918795386354	0.056389334223514116
Atic	0.519314351983145	-0.16403327005208748
Fn1	0.20801677072041344	0.36676287313641165
Mreg	0.4310330011915522	0.22498673060084556
D230017M19Rik	0.9483304809043478	-0.04258665955609309
Pecr	0.808814930658199	0.08615679086630586
Xrcc5	0.5901353429621257	0.18675715121730513
04.мар	0.07373942252251972	0.6199712243592338
Smarcal1	0.7006482248241365	-0.10109637554650279
Rpl37a	0.45467425092486924	-0.39253941055939173
Igfbp2	2.487827194618951e-4	-4.011733306982405
Igfbp5	0.9936319733839176	0.004258484696860521
Tns1	0.35553436483620365	-0.3544886125895501
Arpc2	0.634419526132928	0.14012120123377553
Aamp	0.3850287999896881	-0.5802536561618914
Pnkd	0.6003499013232871	-0.3091814151764272
Tmbim1	0.08322007717978885	-0.4573330586404613
Catip	0.5173033647537163	0.613747529861655
Slc11a1	0.5239059882974993	-0.3688897511551566
Ctdsp1	0.5772731380201165	-0.2108379188653338
Usp37	0.712870902406838	0.17918427692676342
Rqcd1	0.7088679094207301	0.10835900940905209
Plcd4	6.892539101476206e-9	0.8573899986777411
Zfp142	0.6600128966365629	-0.15600101803269162
Bcs1l	0.9945990576690127	-0.002007296421238232
Rnf25	0.502298171970608	-0.23817667990254895
Stk36	0.5486167647694496	-0.4208897687509863
Ttll4	0.44277566802463686	0.313882403326052
Cyp27a1	0.8190537143938434	-0.10220711242617549
Prkag3	0.01819172076058709	-0.6990378650887689
Wnt6	0.6289920892406528	-0.35864596538488214
Nhej1	0.5365529958759765	-0.1883503934715764
Slc23a3	0.33705039481079063	-0.8307302319876082
Cnppd1	0.5203102185420815	-0.22078924583097564
Fam134a	0.5774374757369705	-0.3129815978481083
Zfand2b	0.6521431750215558	-0.3015073700871312
Abcb6	0.784467947317751	-0.1130125224173815
Gm29253	0.5728212176319682	-0.2483203199598716
Atg9a	0.586497761494192	-0.22679646243908105
Ankzf1	0.773370140459866	-0.1314451469797008
Glb1l	0.19444815501594245	0.520731881587751
Stk16	0.5290482138651253	-0.2425901641862146
Tuba4a	0.34304131536424326	-0.4129516075762445
Dnajb2	0.5309088572299837	-0.18128782212282718
Dnpep	0.3776055777319237	-0.5236874744508306
Des	0.099088167494699	-0.8242850136967698
Gm15179	0.7041614124380113	-0.13123750574146434
Speg	0.5956652551100992	-0.2486785625688101
Gmppa	0.35470672728442065	-0.4257254165208792
Chpf	0.6556411422763633	-0.37634307321675037
Obsl1	0.01814624850381162	-0.8471126792049942
Inha	0.7864222697734281	-0.13469886684090937
Stk11ip	0.3389543609131988	-0.4767836987761795
Slc4a3	0.006103174597559523	-0.9355281618156343
Epha4	0.545567477723768	0.32041365942230104
Pax3	0.9446715117729906	0.05997046728309821
Farsb	0.45291063073593996	0.17470687028070322
BC035947	0.8693065267385434	0.2319408192765612
Mogat1	0.9233918795386354	0.16792496355251435
5730419F03Rik	0.493632245182231	-0.3008567256653774
Acsl3	0.9655039847152698	-0.024081731587868152
Utp14b	0.9509813921638297	-0.057045387360845
Gm6159	0.933423569483917	0.09357911790474638
Kcne4	0.8959388461184847	-0.11173305724279096
Gm5830	0.7035110772440125	0.23043565990308928
Wdfy1	0.2218191516535647	0.8816542615853871
Mrpl44	0.6241031678940375	-0.1349480683326815
Serpine2	0.08560173692045879	0.38095354086243194
9830004L10Rik	0.8130585012579103	0.18131107647132694
Fam124b	0.4558386014290363	0.5371239772376559
2310015K22Rik	7.995846228855456e-5	1.0388989287312151
Cul3	0.3096539761877218	0.4669984038886635
Dock10	0.5482374744719587	0.18981502531896596
Irs1	0.18657766919930904	0.7678763786338701
Rhbdd1	0.8199332270670852	0.06921323149352346
Col4a4	0.31989803700323766	0.43268960435302367
Col4a3	0.4354753883511532	0.45509963274087256
Mff	0.3173248199067809	0.3122353283034098
Gm28941	0.9414438750387808	-0.07036225569902253
Agfg1	0.8536982807282166	0.08046486894667462
Sphkap	0.1250698341523862	1.3662661555276125
Pid1	0.6179608432461043	0.20384727203795966
Trip12	0.4807697951650505	0.32063533038229947
Fbxo36	0.4202839131239983	-0.33724413835684514
C130026I21Rik	1.682165089634359e-7	-4.16570234717566
Rpl19-ps1	0.7432001240213587	0.3422027163261154
Gm7609	9.097861203754032e-4	-2.25223038773928
Gm2619	0.0010582957840266545	-3.556575044463329
Gm16092	0.87721802921732694	0.22462390321601952
Sp110	0.9276230354162835	-0.05884325643945313
Sp140	0.7227296989004924	-0.22068551295436015
Sp100	0.7936862173358145	0.12228930722714461
A630001G21Rik	0.7065905002638466	-0.2793668642630083
Cab39	0.9459115617077638	-0.03235945216108991
Itm2c	0.5858034717261049	-0.29410608588733855
Gm18180	0.008187617434866836	-2.3471130674467746
Psmd1	0.5988436220806335	0.12560537565244514
Htr2b	0.3521161015229182	0.8154769453266301
Gm21972	0.9154637942821618	-0.03980815746069909
Armc9	0.9728318674318499	0.015217923306116193
Ncl	0.5317906217721765	0.23069373376800345
C130036L24Rik	0.2748974276962497	0.5242484351284348
Ptma	0.6788084690081307	-0.1130212976687895
Pde6d	0.7849794022502822	0.05772785796276911
Cops7b	0.8689956119840594	0.05139543183699282
Dis3l2	0.7484230461569927	-0.10625739581318877
RP23-26I10.5	0.417215056318929	0.7862811656109823
Gm6136	0.4860781834650991	-0.34829636661615304
Chrnd	4.2610575578799507e-7	-1.8919182949407949
Chrng	2.9027108122912162e-5	-5.134330501202129
Eif4e2	0.8253180640746448	0.04961323003352986
Efhd1	0.03709594391307111	0.563729525540701
Gigyf2	0.813223152877987	0.07181109629873193
Kcnj13	0.764305650813708	0.3738304562633299
Neu2	0.9499460841430116	-0.02496597220739495
Inpp5d	0.5602282127068752	-0.2356544749026588
Atg16l1	0.6801934712864053	-0.11161361691768977
Dgkd	0.8670017207152951	-0.04409583824508827
Usp40	0.58336434706402	0.1521565939208402
Ugt1a10	0.9193562027340844	0.09271626470230737
Ugt1a9	0.9193562027340844	0.09271626470230737
Ugt1a8	0.9193562027340844	0.09271626470230737
Ugt1a7c	0.9026511137018697	0.11343984066306945
Ugt1a6b	0.9653203020428441	-0.04237237831959249
Ugt1a6a	0.9560946679836493	0.052235765847879395
Ugt1a5	0.9193562027340844	0.09271626470230737
Ugt1a2	0.9193562027340844	0.09271626470230737
Ugt1a1	0.9193562027340844	0.09271626470230737
Hjurp	0.9822988764631913	0.008370234028876225
Arl4c	0.923366461185975	-0.06000313188567506
Sh3bp4	0.16719897624477578	-0.5389834778474801
Agap1	0.8641156614000289	-0.05439550123807683
Gbx2	0.9623465093054471	0.06136624611993433
Asb18	0.582518625101208	0.1647834703619899
Ackr3	0.6081265732436268	0.18097797546310423
Cops8	0.784467947317751	-0.06494515590541385
Col6a3	0.04467232970709263	0.5248568317209013
Mlph	0.2897110064531771	-0.6286705557690371
Lrrfip1	0.4767020651823397	0.179279587732591
Ramp1	0.5035574887458728	0.2855080389888627
Ube2f	0.32996277603112345	0.2637359439335072
Gm7785	0.33189220849340073	0.5834931100130054
Scly	0.35566563695498166	-0.3663049623405124
Klhl30	0.050257385522214794	-0.5597517771227241
Fam132b	0.9450238874871657	-0.0780967615900265
Ilkap	0.4057165688939872	-0.16886823619761876
Hes6	9.461197987628147e-6	-1.3124600940877138
Per2	2.679956783825133e-4	-1.156146959428392
Traf3ip1	0.3991377223304088	-0.2677301639849714
Asb1	0.9306612290889628	-0.029383899342357706
Twist2	0.7248341538990644	-0.30285634344603846
Hdac4	3.9569041954770767e-5	-0.9136781893436134
Ndufa10	0.9477750670801084	0.014204993135462935
Myeov2	0.9821529616090505	0.006589381625790766
Otos	7.391545836987922e-5	-3.9054351589296936
Gpc1	0.02212568287914838	-0.9405503698044639
Dusp28	0.9287781153674901	0.02341356170729708
5033417F24Rik	0.5959323596892148	0.3941543462465885
Rnpepl1	0.5074302262984788	-0.3741746581839576
Capn10	0.6643921972679794	-0.2941300282960331
Gpr35	0.7575262200625889	0.3161239229986699
Kif1a	0.7798786445108062	0.16543447225443172
Sned1	0.37059491692421787	-0.2821733530020112
Mterf4	0.6342217967436039	0.11215563254096322
Gm28535	0.6927543569604885	0.3864429359734256
Pask	0.9790658796412249	-0.028222280635360447
Ppp1r7	0.6057892504558461	0.13216369572713849
Hdlbp	0.832581473426541	0.03760921356806683
02.сен	0.6146694263199661	0.19874985630354086
Farp2	0.5550559146712573	-0.13171367402096296
Stk25	0.43397593022114894	-0.23043400241391998
Bok	0.745659720523578	0.21919080157110438
Thap4	0.5213417561542105	-0.21255434968016612
Atg4b	0.25643594750002935	-0.25241791277330683
Dtymk	0.7202805261154334	0.10836884878953128
Ing5	0.9287280388949113	-0.027673552651063693
D2hgdh	0.6818582790589386	0.09076224545935317
Gm7895	0.15149726407535438	0.44657296114375744
Fam174a	0.7918799847003978	0.12964602873095604
Gm15427	0.39766764407464994	-0.5230443628343024
St8sia4	0.8988413532363784	-0.1011947239798881
Gm6430	0.9193562027340844	-0.10201761411895478
D1Ertd622e	0.502215055112189	0.2726911481974659
Ppip5k2	0.552539274671647	0.23036826748826686
Gin1	0.35274044276858124	0.4182827942625138
Pam	0.42474180744082346	-0.17600070734327242
Gm3531	0.9783150976084913	-0.007570549165666069
B230216N24Rik	0.6145237801790538	-0.530102956254573
1810006J02Rik	0.46386110991479895	0.8469387685688338
Gm3555	0.6934552654958781	0.3930150064751727
Gm7967	0.8731853351088485	-0.09731187985658317
Gm29460	0.9356514799156311	0.08629556293140535
Tdpx-ps1	0.8564989392626151	-0.14506058275147654
Gm29668	0.7747034495895105	-0.1876234192209362
Gm28188	0.6253044987493803	-0.5350900464969971
Gm28187	0.5633778484664569	-0.5315283813140419
Gm5260	0.6046018954626916	0.6182529392256053
Rnf152	0.5792489407417593	0.28562756998907024
Gm3608	0.5244073051193257	0.37040701778655016
Pign	0.5482600901878605	0.22903925625562152
2310035C23Rik	0.5602282127068752	0.27556019846145585
Gm10193	0.16719897624477578	0.8863290228024899
Tnfrsf11a	0.9763095782714938	0.02022491748382167
Gm7160	0.9269552647246312	-0.05842748916588095
Zcchc2	0.9928151372414935	0.0038304970851301898
Phlpp1	0.8470165709860508	0.04819001772879383
Bcl2	0.8416762079323854	-0.09225355112439482
Kdsr	0.585341814329459	0.25464838262795997
Vps4b	0.6788084690081307	0.15951147803517865
Serpinb8	0.7075103005955445	-0.21860469808779887
D830032E09Rik	0.593497202401508	0.49142925265768717
Gm8141	0.9673770908249345	-0.02990589670864344
Cdh19	0.7353431581506044	-0.18437316179307295
Dsel	0.636070664325687	0.28064913437698624
Tsn	0.6965222848508287	0.12469650581275306
Nifk	0.5737538749980634	0.1945713918815514
Clasp1	0.92679415289834	0.029580813872316813
Tfcp2l1	0.6781338020211708	-0.24247119205379047
Gli2	0.9373617851565281	0.04386858321216012
Inhbb	0.3844611051862617	-0.6535736119476575
Ralb	0.9232098555360467	0.03334617691448753
Tmem185b	0.9624057430700129	-0.024236258186063866
AC132393.1	0.9700442185161949	-0.01946878781771899
Epb4.1l5	0.8607359316433819	0.09496039426854344
Ptpn4	0.6073935328235298	0.3192697777552121
Tmem177	0.6398150600156729	0.11041063024499928
Sctr	0.008516420508051533	-0.7016272939480314
Tmem37	1.1250471933784211e-5	-1.167516114097495
Dbi	0.9453265402206616	0.039761423897054525
3110009E18Rik	0.4509662413357611	0.41401827937487623
Steap3	0.7896295347817776	0.07792987095373165
En1	0.8030713197947023	0.09965733991177714
Insig2	0.7720657680720693	0.1035417344723193
RP24-98O21.4	0.9912703407301725	-0.012167638215114877
Ccdc93	0.8336945301183946	0.07251927764993607
Ddx18	0.8797951372723515	-0.04107992226933366
Actr3	0.5959323596892148	0.23270477307488235
Slc35f5	0.9566678548989086	0.0280860682189057
Nckap5	0.6176177119010041	-0.2669016940327918
Mgat5	0.302614037530582	0.4034002410049931
Gm8451	0.49117858522168983	0.5913243203301703
2900009J06Rik	0.5735260396640587	0.37396027392738357
Ccnt2	0.8838072862739835	-0.06323460230912643
Rab3gap1	0.9617943667033819	-0.016154236270350217
Zranb3	0.8212793270035834	0.0841494653817764
Gm28800	0.9185341397443259	0.120384229589017
Rpl28-ps1	0.3199988305579607	-0.6492424857745392
R3hdm1	0.7050493902412035	0.11069431191211683
Ubxn4	0.33641304477008716	-0.2871181013864465
Mcm6	0.025847502678192448	-0.4298431924510827
